,id,text,label
11,1381017096327364608,RT @news_ntd: Scientists around the world are calling for a new investigation into the origins of the #pandemic. Citing “procedural failure…,1
12,1381015480144556035,"The Sumilao Municipal Police Station crafted IO and raise awareness re COVID-19 Vaccine and to prevent the proliferation of the World Health Organization (WHO) Medical Product Alert (Fake Vaccine).
#TeamPNP
#WeServeAndProtect
#PNPKakampiMo https://t.co/qEso2GX6LE",0
13,1381015331171229698,RT @AP_Europe: Prosecutors are investigating whether a World Health Organization official lied to them and had a WHO report on Italy's coro…,1
14,1381014985397047303,RT @news_ntd: Scientists around the world are calling for a new investigation into the origins of the #pandemic. Citing “procedural failure…,1
15,1381014313427668992,https://t.co/utbtRin7n0 Since WHEN DOES TWO PRIVATE AGENCIES that are not GOVERNMENT like the CDC and the WORLD HEALTH ORGANIZATION tell the WORLD WHAT TO DO and what to wear @WHO @CDCgov @CDCDirector @CDCemergency @randyhillier as there's NO SCIENCE to support FACE MASKS work,0
16,1381013942554726401,"RT @WKARnews: The concept of a vaccine passport has been around since the 19th century.

It began with a scientist from Odessa, Russia, Wal…",1
17,1381012351760015360,"Chinese vaccines Sinopharm &amp; CoronaVac (Sinovac) are in the final stage of evaluation by the Emergency Use Listing of the World Health Organization (WHO) &amp; a ""final decision"" should be made between April 26 &amp; May 3.

Digong, are we medically safe? https://t.co/aMRtVFA9p8",0
18,1381011670651170818,RT @news_ntd: Scientists around the world are calling for a new investigation into the origins of the #pandemic. Citing “procedural failure…,1
19,1381011592570015746,RT @news_ntd: Scientists around the world are calling for a new investigation into the origins of the #pandemic. Citing “procedural failure…,1
20,1381011470108999681,RT @news_ntd: Scientists around the world are calling for a new investigation into the origins of the #pandemic. Citing “procedural failure…,1
21,1381011043024044037,RT @news_ntd: Scientists around the world are calling for a new investigation into the origins of the #pandemic. Citing “procedural failure…,1
22,1381010888094838784,"RT @PDChina: Wealthier countries have received more than 87 percent of the world's COVID-19 vaccine supply, while low-income countries have…",0
23,1381010795396526083,RT @moaningmeg: Adolescence https://t.co/JPPOSNOuS2 via @britannica The World Health Organization (WHO) defines an adolescent as any person…,0
24,1381010710944178178,RT @news_ntd: Scientists around the world are calling for a new investigation into the origins of the #pandemic. Citing “procedural failure…,1
25,1381010221829529602,RT @telesurenglish: #COVID19| The COVAX mechanism has reached over 100 countries in the past six weeks and delivered 38 million COVID-19 va…,0
26,1381009792609755144,RT @news_ntd: Scientists around the world are calling for a new investigation into the origins of the #pandemic. Citing “procedural failure…,1
27,1381009701475921927,RT @news_ntd: Scientists around the world are calling for a new investigation into the origins of the #pandemic. Citing “procedural failure…,1
28,1381009681708154880,RT @news_ntd: Scientists around the world are calling for a new investigation into the origins of the #pandemic. Citing “procedural failure…,1
29,1381009462283141121,RT @moaningmeg: Adolescence https://t.co/JPPOSNOuS2 via @britannica The World Health Organization (WHO) defines an adolescent as any person…,0
30,1381009251448066051,RT @news_ntd: Scientists around the world are calling for a new investigation into the origins of the #pandemic. Citing “procedural failure…,1
31,1381009162952437764,RT @news_ntd: Scientists around the world are calling for a new investigation into the origins of the #pandemic. Citing “procedural failure…,1
32,1381009095772286979,"Scientists around the world are calling for a new investigation into the origins of the #pandemic. Citing “procedural failures,” they say the investigation done by the World Health Organization (#WHO) is not credible. 

https://t.co/Lv6w2xA0a3",1
33,1381008162610941958,Adolescence https://t.co/JPPOSNOuS2 via @britannica The World Health Organization (WHO) defines an adolescent as any person between ages 10 and 19,0
34,1381008031421505537,"RT @PDChina: Wealthier countries have received more than 87 percent of the world's COVID-19 vaccine supply, while low-income countries have…",0
35,1381007890702548993,"RT @WorldDengueDay: Our petition for a #WorldDengueDay has been signed by over 23,000 people worldwide! Let's reach a milestone 30,000 sign…",1
36,1381007790320316417,"@jamesdoleman @BlackIslePMD Nice gaslighting attempt. 

""The World Health Organization (WHO) defines an adolescent as any person between ages 10 and 19.""",0
37,1381006098682019847,"RT @capitalparanae1: ""breaks patent medicines""

Brazil in relation to the breach of vaccine patents and emphasize that the issue is under d…",1
38,1381003282877976581,@StaceyMirowski @VeraEtches The world health organization put an alert out in Jan regarding the PCR tests and how they shouldn't be used on their own to confirm covid they need a secondary test. Ontario went and raised its cycles to 35 and up. Up to 80% of this could be BS https://t.co/lLDvND1HHt,0
39,1380997407387836420,"@DFisman I found something fro WHO, maybe that is where it came from...

https://t.co/RwGZklbYw0",0
40,1380997154630631424,World Health Organization rejects vaccine passports over jab effectivity concerns https://t.co/jxjQ27BQug,0
41,1380993722096189440,"RT @cgtnamerica: Wealthier nations have received more than 87% of the COVID-19 vaccines, the World Health Organization says. And that dispa…",0
42,1380986357489799176,RT @CNN: The US and 13 other governments have criticized the World Health Organization investigation into the origins of the coronavirus pa…,0
43,1380982668737839106,"World Health Organization Director-General Tedros Adhanom Ghebreyesus said that on average, one in four people in rich countries has received at least one dose of a COVID-19 vaccine, compared to only one in 500 people in low-income countries. https://t.co/FFfY28SBMj",0
44,1380980593010352131,RT @ERACoalition: The World Health Organization released a report Tuesday that confirmed how “devastatingly pervasive” violence against wom…,0
45,1380977247138541575,"@SusanStJames3_ @PhillipsNanl WHO. 

""Gates Foundation provides 9.8% of the WHO's funds.""

https://t.co/VukDT12DZq

""Gates would become the top donor to the international agency, above any government in the world.""
https://t.co/HMQX5MQ3CB

""globally vaccinait all people""
https://t.co/uwt9afPGHl https://t.co/AoKU9F5XWb",0
46,1380973749923573761,"RT @CGTNOfficial: The vast majority of COVID-19 vaccines administered have so far gone to wealthy nations, the World Health Organization (W…",0
47,1380971561256095746,"RT @CGTNEurope: The World Health Organization has called out a ""shocking imbalance"" in the global distribution of vaccines, with rich natio…",0
48,1380971376853577728,"RT @FOX9: Wealthy countries have received the largest supply of the world’s COVID-19 vaccines, while poor countries have only received 0.2%…",0
49,1380970878943563782,"RT @PDChina: Wealthier countries have received more than 87 percent of the world's COVID-19 vaccine supply, while low-income countries have…",0
